0 -0.34121251 
0 0.35220627 
0 -0.078294906 
0 -0.37137142 
0 0.3215322 
0 0.016386826 
1.110223e-16 -0.1368102 
1.110223e-16 0.42817856 
1.110223e-16 0.35898739 
1.110223e-16 0.19504036 
1.110223e-16 -0.38366532 
2.220446e-16 -0.41474379 
2.220446e-16 0.53309259 
0 -0.43880694 
0 0.11909206 
-2.220446e-16 -0.14476488 
-2.220446e-16 0.15822652 
-2.220446e-16 -0.20283254 
-4.4408921e-16 0.39156649 
-4.4408921e-16 0.2832116 
-4.4408921e-16 -0.15936461 
-4.4408921e-16 0.58138383 
-4.4408921e-16 -0.33916237 
-4.4408921e-16 0.075147107 
-4.4408921e-16 0.42512364 
-8.8817842e-16 0.0089110564 
-8.8817842e-16 -0.18126063 
-8.8817842e-16 0.25589065 
-8.8817842e-16 -0.098978112 
-8.8817842e-16 0.4539068 
-1.3322676e-15 0.10353316 
-1.3322676e-15 0.14208232 
-1.3322676e-15 0.19815651 
-1.3322676e-15 0.65359604 
-1.3322676e-15 0.04132758 
-1.7763568e-15 0.512793 
-1.7763568e-15 0.86014473 
-1.7763568e-15 0.34351663 
-1.7763568e-15 0.79087986 
-1.7763568e-15 1.1497581 
-1.7763568e-15 -0.21883715 
-8.8817842e-16 0.69943429 
-8.8817842e-16 0.35854874 
-8.8817842e-16 0.066300506 
0 -0.04295064 
0 0.23006498 
8.8817842e-16 0.048449548 
8.8817842e-16 -0.006725233 
1.7763568e-15 0.16682672 
1.7763568e-15 -0.032641872 
1.7763568e-15 0.11014123 
2.6645353e-15 0.050742007 
2.6645353e-15 0.14780687 
3.5527137e-15 0.14776345 
3.5527137e-15 0.082967328 
3.5527137e-15 0.079131471 
4.4408921e-15 0.011070804 
4.4408921e-15 0.078886288 
5.3290705e-15 0.11347963 
5.3290705e-15 0.058530159 
5.3290705e-15 0.01609817 
6.2172489e-15 -0.020097031 
6.2172489e-15 0.0051788393 
7.1054274e-15 0.013935212 
7.1054274e-15 0.021106102 
7.1054274e-15 -0.010676612 
7.9936058e-15 0.010045962 
7.9936058e-15 -0.0011259108 
8.8817842e-15 0.0043729902 
8.8817842e-15 1.0980185e-05 
8.8817842e-15 0.0061813183 
9.7699626e-15 0.0045647283 
9.7699626e-15 0.01036595 
1.0658141e-14 0.0037835554 
1.0658141e-14 0.0010235518 
1.0658141e-14 0.0050014794 
1.1546319e-14 0.0081365244 
1.1546319e-14 0.017669746 
1.2434498e-14 0.0044489282 
1.2434498e-14 0.00061082552 
1.2434498e-14 0.00521188 
1.2434498e-14 0.0050171071 
1.4210855e-14 0.0030008284 
1.4210855e-14 0.0048826179 
1.4210855e-14 0.0016648883 
1.4210855e-14 0.0040116674 
1.4210855e-14 0.0040713387 
1.5987212e-14 0.0071194525 
1.5987212e-14 0.0080892007 
1.5987212e-14 0.0088944955 
1.5987212e-14 0.0058202108 
1.5987212e-14 0.004947155 
1.7763568e-14 0.0083903186 
1.7763568e-14 0.0076078924 
1.7763568e-14 0.006909368 
1.7763568e-14 0.0054830482 
1.9539925e-14 0.0096387626 
1.9539925e-14 0.009180126 
1.9539925e-14 0.0031285717 


