0.001 8.2484264e-08 
0.0019952623 1.9799388e-06 
0.0039810717 2.0944084e-06 
0.0079432823 2.1779843e-06 
0.015848932 2.2048029e-06 
0.031622777 2.2278876e-06 
0.063095734 2.2410467e-06 
0.12589254 2.2458611e-06 
0.25118864 2.2563136e-06 
0.50118723 2.363958e-06 
1 2.7130664e-06 
1.9952623 3.4156819e-06 
3.9810717 4.9339701e-06 
7.9432823 7.9266555e-06 
15.848932 1.3370755e-05 
31.622777 2.3907582e-05 
63.095734 3.9461963e-05 
125.89254 6.2020577e-05 
251.18864 9.7473438e-05 
501.18723 0.00014065874 


