2 4995.6039 
2.2963072 4993.557 
2.6365135 4993.2092 
3.0271225 4992.1374 
3.4756017 4989.9941 
3.9905246 4989.7699 
4.5817353 4987.9292 
5.260536 4987.7029 
6.0399034 4987.8758 
6.934737 4989.7201 
7.9621434 4985.5405 
9.1417638 4986.1095 
10.496149 4987.8048 
12.051192 4985.8608 
13.836619 4985.0886 
15.886565 4982.0556 
18.240217 4984.1409 
20.942571 4987.7726 
24.045289 4980.8353 
27.607685 4983.6935 
31.697864 4982.2188 
36.394017 4983.6968 
41.785923 4978.0184 
47.976658 4984.7563 
55.084574 4972.67 
63.245553 4972.2409 
72.615611 4971.506 
83.373877 4972.7059 
95.726018 4964.4896 
109.90817 4966.2939 
126.19147 4967.1824 
144.88719 4956.4262 
166.35275 4956.0622 
190.99852 4955.0199 
219.29564 4945.961 
251.78508 4955.1948 
289.08795 4928.3318 
331.91738 4942.2001 
381.09214 4928.4003 
437.55232 4936.2772 
502.37729 4938.4131 
576.8063 4897.4763 
662.26224 4908.0761 
760.37879 4901.4832 
873.03166 4876.9371 
1002.3745 4894.5366 
1150.8799 4878.0731 
1321.3869 4875.4344 
1517.1552 4878.3419 
1741.9272 4856.0458 


